"","Greyhound_name","Sire_Name","Dam_name","Prize","Weight","Win_time","By","Going","Est_time","SP","Grade","Comment","Date","Name_of_race1","County"
"9235","DOTCHOS FLYER","AZZA AZZA AZZA","LEMON JINGLER","€265.00","73","29.72",NA,"-.30 Slow","29.42&nbsp","2/1","A4","AHandy,FinWl","21-Aug-19","Flat 525  ","Kilkenny"
"9236","BORU SPUD","SUPERIOR PRODUCT","TYRUR ANNALEEN","€265.00","67","29.71",NA,"-.30 Slow","29.41&nbsp","7/2","A4","FAw,ALd","21-Aug-19","Flat 525  ","Kilkenny"
"9237","TRIANGLE DASHER","BALLYMAC VIC","TRIANGLE BEYONCE","€265.00","73","30.11",NA,"-.30 Slow","29.81&nbsp","4/1","A6","AHandy,StyOn","21-Aug-19","Flat 525  ","Kilkenny"
"9238","KNOCKNADOGUELADY","BALLYMAC VIC","TIPP JEWELS","€265.00","63","30.04",NA,"-.30 Slow","29.74&nbsp","7/2","A6","FAw,RnOn","21-Aug-19","Flat 525  ","Kilkenny"
"9239","CONDOR OLLIE","SUPERIOR PRODUCT","MURLENS MAVE","€285.00","70",NA,NA,"-.30 Slow","29.40&nbsp","7/2","A4","AHandy,Ld 3","21-Aug-19","Flat 525  ","Kilkenny"
"9240","GORTKELLY LOLA","PARADISE MADISON","HIGHVIEW RECORD","€285.00","53","29.32",NA,"-.30 Slow","29.02&nbsp","5/1","A2","FAw,FinWl","21-Aug-19","Flat 525  ","Kilkenny"
"9241","KILLYCLUG FINN","KINLOCH BRAE","KILCLONEY SUE","€285.00","75","29.63",NA,"-.30 Slow","29.33&nbsp","5/1","A4","RlRu,FinWl","21-Aug-19","Flat 525  ","Kilkenny"
"9242","ACCESS DIRECTION","BELLES DIRECTION","BOYNEPARK ALONSO","€255.00","78","29.61",NA,"-.30 Slow","29.31&nbsp","5/2","A4","SlAw,FinWl","23-Aug-19","Flat 525  ","Kilkenny"
"9243","SAWDUST MAURA","TULLYMURRY ACT","DROOPYS TALIA","€305.00","56","29.75",NA,"-.30 Slow","29.45&nbsp","6/4","A4","RnOn,LdNrL","23-Aug-19","Flat 525  ","Kilkenny"
"9244","DROOPYS MOTH","COOLAVANNY JAP","DROOPYS POSH","€1200.00","62","29.07",NA,"-.30 Slow","28.77&nbsp","6/4","A1","QAw,ALd","23-Aug-19","Flat 525  ","Kilkenny"
"9245","BALLYGUR MEL","SKYWALKER PUMA","LEMON MEL","€355.00","64",NA,NA,"-.40 Slow","41.06&nbsp","2/1","D2","ClrRn,FinWl","23-Aug-19","Flat 725  ","Kilkenny"
"9246","KIPPERS EXPRESS","KIPPERS USAIN","JUMEIRAH SHERRY","€305.00","69","29.69",NA,"-.30 Slow","29.39&nbsp","9/4","A4","AHandy,Ld 4","23-Aug-19","Flat 525  ","Kilkenny"
"9247","ME BATMAN","ISO OCTANE","ME MARGARET","€305.00","71","29.48",NA,"-.30 Slow","29.18&nbsp","EVS","A3","FAw,ALd","23-Aug-19","Flat 525  ","Kilkenny"
"9248","AUTUMN NIMROD","SKYWALKER PUMA","DEE DEE YOU","€900.00","72","29.21",NA,"-.30 Slow","28.91&nbsp","6/1","A2","FAw,StyWl","23-Aug-19","Flat 525  ","Kilkenny"
"9249","TOWN HOPE","CRASH","ARDRAHAN ZINZI","€325.00","75","29.44",NA,"-.30 Slow","29.14&nbsp","3/1","A3","AHandy,FinWl","23-Aug-19","Flat 525  ","Kilkenny"
"9250","SAWDUST SAMMIE","TULLYMURRY ACT","LEMON LUCY","€325.00","78","29.48",NA,"-.30 Slow","29.18&nbsp","9/4","A3","AHandy,Ld 3","23-Aug-19","Flat 525  ","Kilkenny"
"9251","BOYHERO","SKYWALKER PUMA","BOOZED JORDAN","€230.00","67","29.23",NA,"-.30 Slow","28.93&nbsp","4/1","A2","ALd,DH","23-Aug-19","Flat 525  ","Kilkenny"
"9252","FAST OR SLOW","BALLYMAC VIC","CAT GIRL","€230.00","69","30.27",NA,"-.30 Slow","29.97&nbsp","5/1","A7","FinWl,LdNrL","28-Aug-19","Flat 525  ","Kilkenny"
"9253","AGONYINTHEGARDEN","NEWINN WONDER","LATE DRAMA","€260.00","81","30.11",NA,"-.30 Slow","29.81&nbsp","5/1","A6","ClrRn,LdNrL","28-Aug-19","Flat 525  ","Kilkenny"
"9254","HEY BLACK MAGIC","BAREFOOT JAMES","HEY RUBY","€260.00","58","29.55",NA,"-.30 Slow","29.25&nbsp","6/1","A3","FAw,ALd","28-Aug-19","Flat 525  ","Kilkenny"
"9255","RANDOM DITCH","SUPERIOR PRODUCT","BRAZILIAN DITCH","€265.00","55","29.88",NA,"-.30 Slow","29.58&nbsp","10/3","A5","RnOn,LdNrL","28-Aug-19","Flat 525  ","Kilkenny"
"9256","TRIANGLE DASHER","BALLYMAC VIC","TRIANGLE BEYONCE","€285.00","72",NA,NA,"-.30 Slow","29.50&nbsp","4/1","A5","AHandy,StyOn","28-Aug-19","Flat 525  ","Kilkenny"
"9257","FAGANS FRENCHIE","SCOLARI ME DADDY","BALLINTEE VONNE","€285.00","60","29.71",NA,"-.30 Slow","29.41&nbsp","7/2","A4","AHandy,FinWl","28-Aug-19","Flat 525  ","Kilkenny"
"9258","LADY HETTY","SIDARIAN BLAZE","MISS PRECEDENT","€265.00","68","29.45",NA,"-.30 Slow","29.15&nbsp","7/1","A3","FAw,FinWl","28-Aug-19","Flat 525  ","Kilkenny"
"9259","ASCOT KIM","TULLYMURRY ACT","ASCOT MEGAN","€285.00","62","29.58",NA,"-.30 Slow","29.28&nbsp","7/2","A3","AHandy,FinWl","28-Aug-19","Flat 525  ","Kilkenny"
"9260","ASCOT MARTHA","TULLYMURRY ACT","ASCOT MEGAN","€285.00","62","29.47",NA,"-.30 Slow","29.17&nbsp","3/1","A3","FinWl,LdNrL","28-Aug-19","Flat 525  ","Kilkenny"
"9261","TUXEDO AFFAIR","CONFIDENT RANKIN","MISS PEDANTIC","€285.00","76","29.69",NA,"-.30 Slow","29.39&nbsp","4/1","A4","FAw,ALd","28-Aug-19","Flat 525  ","Kilkenny"
"9262","CILL DUBH HERO","STORM CONTROL","CILL DUBH MINT","€290.00","66","29.74",NA,"-.30 Slow","29.44&nbsp","4/1","A4","FAw,ALd","28-Aug-19","Flat 525  ","Kilkenny"
"9263","INISHMAAN","OAKS ROAD","SISTER KELLY","€230.00","72","30.29",NA,"-.40 Slow","29.89&nbsp","7/2","A6","AHandy,FinWl","04-Sep-19","Flat 525  ","Kilkenny"
"9264","DIDDLEY IN","LENSON BOLT","DIDDLEY YAH","€230.00","67","30.14",NA,"-.40 Slow","29.74&nbsp","6/1","A6","Ld 1,StyWl","04-Sep-19","Flat 525  ","Kilkenny"
"9265","AMBITIOUS GAELS","BALLYMAC VIC","AMBITIOUS DIVA","€260.00","60","30.19",NA,"-.40 Slow","29.79&nbsp","7/2","A6","FAw,ALd","04-Sep-19","Flat 525  ","Kilkenny"
"9266","KA KAS FLYER","ROMEO RECRUIT","WHITE STAR","€260.00","60","29.87",NA,"-.40 Slow","29.47&nbsp","5/2","A4","FAw,ALd","04-Sep-19","Flat 525  ","Kilkenny"
"9267","BALLYGUR LIL","TULLYMURRY ACT","KILCASH EARNER","€265.00","61","30.07",NA,"-.40 Slow","29.67&nbsp","5/1","A5","FinWl,LdNrL","04-Sep-19","Flat 525  ","Kilkenny"
"9268","BOGGER BELLA","VIMMERBY","SLANEYSIDE COMET","€265.00","63","29.92",NA,"-.40 Slow","29.52&nbsp","4/1","A5","SlAw,FinWl","04-Sep-19","Flat 525  ","Kilkenny"
"9269","TRIANGLE DASHER","BALLYMAC VIC","TRIANGLE BEYONCE","€265.00","73","30.28",NA,"-.40 Slow","29.88&nbsp","5/2","A6","EvAw,FinWl","04-Sep-19","Flat 525  ","Kilkenny"
"9270","KILLYCLUG FINN","KINLOCH BRAE","KILCLONEY SUE","€285.00","76","29.74",NA,"-.40 Slow","29.34&nbsp","4/1","A4","AHandy,FinWl","04-Sep-19","Flat 525  ","Kilkenny"
"9271","KIPPERS EXPRESS","KIPPERS USAIN","JUMEIRAH SHERRY","€285.00","70","29.91",NA,"-.40 Slow","29.51&nbsp","7/4","A5","FAw,ALd","04-Sep-19","Flat 525  ","Kilkenny"
"9272","BOGGER OPHELIA","DAVID BALE","MUSTANG MAGS","€300.00","69","29.68",NA,"-.40 Slow","29.28&nbsp","4/1","A3","FAw,ALd","04-Sep-19","Flat 525  ","Kilkenny"
"9273","RATHMOYLE DENISE","BELLES DIRECTION","BOYNEPARK ALONSO","€230.00","65","30.11",NA,"-.40 Slow","29.71&nbsp","5/2","A6","AHandy,RnOn","04-Sep-19","Flat 525  ","Kilkenny"
"9274","ASCOT MATTY","BALLYMAC ESKE","ASCOT LYDIA","€290.00","63",NA,NA,"-.30 Slow","29.10&nbsp","EVS","A3","FAw,FinWl","06-Sep-19","Flat 525  ","Kilkenny"
"9275","RATHDUFF SARAH","DROOPYS JET","JAYTEE GRACE","€290.00","57","29.55",NA,"-.30 Slow","29.25&nbsp","2/1","A3","FAw,ALd","06-Sep-19","Flat 525  ","Kilkenny"
"9276","TRENDING TROOPER","DROOPYS CAIN","HI TREND MINNIE","€70.00","64","29.88",NA,"-.30 Slow","29.58&nbsp","5/4","A5","AHandy,FinWl","06-Sep-19","Flat 525  ","Kilkenny"
"9277","SKYWALKER DRONE","SKYWALKER PUMA","DAME IRIS","€70.00","69","29.58",NA,"-.30 Slow","29.28&nbsp","2/1","A3","RlRu,FinWl","06-Sep-19","Flat 525  ","Kilkenny"
"9278","FASHION GURU","DROOPYS CAIN","HI TREND MINNIE","€305.00","70","29.14",NA,"-.30 Slow","28.84&nbsp","EVS","A1","FAw,ALd","06-Sep-19","Flat 525  ","Kilkenny"
"9279","FILL THE TILL","BAREFOOT ALLSTAR","JAYTEE MOSQUITO","€100.00","62",NA,NA,"-.30 Slow","29.30&nbsp","5/2","A4","Bmp 2,FinWl","06-Sep-19","Flat 525  ","Kilkenny"
"9280","RANDOM JET","DROOPYS JET","RANDOM STORM","€100.00","70","29.02",NA,"-.30 Slow","28.72&nbsp","6/4","A1","FAw,ALd","06-Sep-19","Flat 525  ","Kilkenny"
"9281","BLITZEM BILL","SUPERIOR PRODUCT","LOCNAMON BRIDIE","€100.00","71",NA,NA,"-.30 Slow","28.90&nbsp","3/1","A2","FAw,ALd","06-Sep-19","Flat 525  ","Kilkenny"
"9282","AUTUMN NIMROD","SKYWALKER PUMA","DEE DEE YOU","€100.00","73","28.99",NA,"-.30 Slow","28.69&nbsp","3/1","A0","FAw,ALd","06-Sep-19","Flat 525  ","Kilkenny"
"9283","LAMESTEP","TULLYMURRY ACT","LOCNAMON SARAH","€100.00","58","29.41",NA,"-.30 Slow","29.11&nbsp","2/1","A3","Ld 1,StyOn","06-Sep-19","Flat 525  ","Kilkenny"
"9284","KANSIL SKY","TAYLORS SKY","HOLDEM SENORITA","€260.00","70","29.87",NA,"-.20 Slow","29.67&nbsp","4/1","A5","FAw,ALd","11-Sep-19","Flat 525  ","Kilkenny"
"9285","COLOUR GOLD BARS","SCOLARI ME DADDY","MISS GOLD BARS","€260.00","73","30.04",NA,"-.20 Slow","29.84&nbsp","5/2","A6","Ld 1,StyOn","11-Sep-19","Flat 525  ","Kilkenny"
"9286","HILLROAD MOCHA","HILLROAD JOCK","HILLROAD AMBER","€260.00","55","29.84",NA,"-.20 Slow","29.64&nbsp","2/1","A5","CrdRu,Ld 2","11-Sep-19","Flat 525  ","Kilkenny"
"9287","TRIANGLE DASHER","BALLYMAC VIC","TRIANGLE BEYONCE","€285.00","73","29.42",NA,"-.20 Slow","29.22&nbsp","7/2","A3","FAw,ALd","11-Sep-19","Flat 525  ","Kilkenny"
"9288","RANDOM DITCH","SUPERIOR PRODUCT","BRAZILIAN DITCH","€265.00","55","29.42",NA,"-.20 Slow","29.22&nbsp","7/2","A3","FAw,FinWl","11-Sep-19","Flat 525  ","Kilkenny"
"9289","PHILLYS CHOICE","SKYWALKER PUMA","MARINAS BLUE","€285.00","71",NA,NA,"-.20 Slow","29.40&nbsp","10/3","A4","ClrRn,LdNrL","11-Sep-19","Flat 525  ","Kilkenny"
"9290","KILTEGAN DES","SHANEBOY LEE","FOREST MIA","€285.00","64","29.39",NA,"-.20 Slow","29.19&nbsp","6/1","A3","FAw,ALd","11-Sep-19","Flat 525  ","Kilkenny"
"9291","TOTOS SPRITE","JORDANSOILUTIONS","AVAS CASTLE","€285.00","69","29.53",NA,"-.20 Slow","29.33&nbsp","6/1","A4","AHandy,FinWl","11-Sep-19","Flat 525  ","Kilkenny"
"9292","LADY HETTY","SIDARIAN BLAZE","MISS PRECEDENT","€300.00","69","29.63",NA,"-.20 Slow","29.43&nbsp","7/1","A4","AHandy,FinWl","11-Sep-19","Flat 525  ","Kilkenny"
"9293","BOGGER OPHELIA","DAVID BALE","MUSTANG MAGS","€300.00","69","29.36",NA,"-.20 Slow","29.16&nbsp","7/2","A3","FAw,FinWl","11-Sep-19","Flat 525  ","Kilkenny"
"9294","HEYISNTTHATRIGHT","BAREFOOT JAMES","HEY RUBY","€230.00","57","30.11",NA,"-.20 Slow","29.91&nbsp","2/1","A7","AHandy,RnOn","11-Sep-19","Flat 525  ","Kilkenny"
"9295","RASHERSNATCHER","TARSNA HAVANA","TOMS LINDA","€255.00","75","29.66",NA,"-.30 Slow","29.36&nbsp","6/4","A4","EvAw,FinWl","13-Sep-19","Flat 525  ","Kilkenny"
"9296","BAREFOOT ADONIS","JAYTEE DUTCH","KILARA BELLE","€290.00","71","29.85",NA,"-.30 Slow","29.55&nbsp","4/5","A5","FAw,HldOn","13-Sep-19","Flat 525  ","Kilkenny"
"9297","TRENDING TROOPER","DROOPYS CAIN","HI TREND MINNIE","€1000.00","64","29.79",NA,"-.30 Slow","29.49&nbsp","5/2","A4","FinWl,LdNrL","13-Sep-19","Flat 525  ","Kilkenny"
"9298","LULULEMON","DROOPYS RODDICK","MYSTERIOUS WAYS","€305.00","61",NA,NA,"-.30 Slow","28.90&nbsp","3/1","A2","FAw,drclr","13-Sep-19","Flat 525  ","Kilkenny"
"9299","ME PENNY","BALLYMAC ESKE","LEMON LUCY","€325.00","56","29.45",NA,"-.30 Slow","29.15&nbsp","4/1","A3","VQaw,ALd","13-Sep-19","Flat 525  ","Kilkenny"
"9300","GOING PLACES","DROOPYS CAIN","GOING VOTING","€100.00","66","29.34",NA,"-.30 Slow","29.04&nbsp","3/1","A2","FAw,FinWl","13-Sep-19","Flat 525  ","Kilkenny"
"9301","NEWHALL MISSILE","ROMEO RECRUIT","RATHMEEHAN HOLLY","€100.00","63","29.04",NA,"-.30 Slow","28.74&nbsp","7/4","A1","FAw,ALd","13-Sep-19","Flat 525  ","Kilkenny"
"9302","WINGMAN","SCOLARI ME DADDY","UPTOWN MODEL","€100.00","68","28.81",NA,"-.30 Slow","28.51&nbsp","7/2","A0","FAw,drclr","13-Sep-19","Flat 525  ","Kilkenny"
"9303","LEMON DAITHI","BARCIA BALE","LEMON STEFF","€100.00","74","29.13",NA,"-.30 Slow","28.83&nbsp","4/1","A1","ClrRn,FinWl","13-Sep-19","Flat 525  ","Kilkenny"
"9304","BLUEBELL CHINA","PAT C SABBATH","JAYTEE GRACE","€325.00","60","29.42",NA,"-.30 Slow","29.12&nbsp","3/1","A3","FAw,ALd","13-Sep-19","Flat 525  ","Kilkenny"
"9305","BULL RUN FLAIR","SCOLARI ME DADDY","PINK LADY","€230.00","62","30.12",NA,"-.30 Slow","29.82&nbsp","13/8","A6","FAw,ALd","18-Sep-19","Flat 525  ","Kilkenny"
"9306","HEYISNTTHATRIGHT","BAREFOOT JAMES","HEY RUBY","€230.00","56","29.84",NA,"-.30 Slow","29.54&nbsp","9/2","A5","AHandy,FinWl","18-Sep-19","Flat 525  ","Kilkenny"
"9307","HILLROAD MILO","HILLROAD JOCK","HILLROAD AMBER","€260.00","68","29.87",NA,"-.30 Slow","29.57&nbsp","3/1","A5","AHandy,FinWl","18-Sep-19","Flat 525  ","Kilkenny"
"9308","GURTNACREHY HAWK","TULLYMURRY ACT","GURTNACREHY PERL","€260.00","72","29.72",NA,"-.30 Slow","29.42&nbsp","5/1","A4","CrdRu,FinWl","18-Sep-19","Flat 525  ","Kilkenny"
"9309","CILL DUBH ROCKY","SUPERIOR PRODUCT","ROYAL BLOOD","€265.00","67","29.63",NA,"-.30 Slow","29.33&nbsp","4/1","A4","FAw,StyOn","18-Sep-19","Flat 525  ","Kilkenny"
"9310","HILLROAD LUNA","HILLROAD JOCK","HILLROAD AMBER","€265.00","54",NA,NA,"-.30 Slow","29.10&nbsp","7/2","A3","ALd,StyOn","18-Sep-19","Flat 525  ","Kilkenny"
"9311","KILTEGAN MICK","SCOLARI ME DADDY","RACENIGHT SUZIE","€285.00","76",NA,NA,"-.30 Slow","29.20&nbsp","7/4","A3","AHandy,FinWl","18-Sep-19","Flat 525  ","Kilkenny"
"9312","KIPPERS EXPRESS","KIPPERS USAIN","JUMEIRAH SHERRY","€285.00","70","29.76",NA,"-.30 Slow","29.46&nbsp","9/4","A4","Ld 2,ClrRn","18-Sep-19","Flat 525  ","Kilkenny"
"9313","MIXED GOLD BARS","SCOLARI ME DADDY","MISS GOLD BARS","€300.00","72","29.56",NA,"-.30 Slow","29.26&nbsp","5/2","A3","FAw,ALd","18-Sep-19","Flat 525  ","Kilkenny"
"9314","ORGANIQUE","TAYLORS SKY","METAMORPHOSIS","€300.00","60","29.71",NA,"-.30 Slow","29.41&nbsp","9/4","A4","FAw,ALd","18-Sep-19","Flat 525  ","Kilkenny"
"9315","LEMON SABBATH","PAT C SABBATH","LEMON BOLT","€305.00","72","29.57",NA,"-.30 Slow","29.27&nbsp","2/1","A3","EvAw,FinWl","20-Sep-19","Flat 525  ","Kilkenny"
"9316","EMERS TIGER","DROOPYS SYDNEY","EMERS IVY","€75.00","71","29.52",NA,"-.30 Slow","29.22&nbsp","6/4","A3","AHandy,FinWl","20-Sep-19","Flat 525  ","Kilkenny"
"9317","PLAY THE ODDS","DROOPYS CAIN","BOLD AND FREE","€75.00","74","29.32",NA,"-.30 Slow","29.02&nbsp","EVS","A2","Ld 1,drclr","20-Sep-19","Flat 525  ","Kilkenny"
"9318","KELLYMOUNT FIONN","SCOLARI ME DADDY","MONROE MISS","€75.00","79","29.16",NA,"-.30 Slow","28.86&nbsp","2/1","A1","FAw,ALd","20-Sep-19","Flat 525  ","Kilkenny"
"9319","LEMON DAITHI","BARCIA BALE","LEMON STEFF","€100.00","75","29.34",NA,"-.30 Slow","29.04&nbsp","4/1","A2","CrdRu,FinWl","20-Sep-19","Flat 525  ","Kilkenny"
"9320","LARKINS GENERAL","DROOPYS RODDICK","RISING SONG","€355.00","65",NA,NA,"-.40 Slow","40.79&nbsp","6/1","D1","FAw,ALd","20-Sep-19","Flat 725  ","Kilkenny"
"9321","WINGMAN","SCOLARI ME DADDY","UPTOWN MODEL","€100.00","69","28.78",NA,"-.30 Slow","28.48&nbsp","4/5","AA0","FAw,drclr","20-Sep-19","Flat 525  ","Kilkenny"
"9322","OLDBURRIN QUEEN","DROOPYS JET","KINGSMILL JANE","€325.00","58",NA,NA,"-.30 Slow","29.00&nbsp","2/1","A2","AHandy,FinWl","20-Sep-19","Flat 525  ","Kilkenny"
"9323","BLUEBELL CHINA","PAT C SABBATH","JAYTEE GRACE","€325.00","61",NA,NA,"-.30 Slow","28.90&nbsp","5/4","A2","QAw,ALd","20-Sep-19","Flat 525  ","Kilkenny"
"9324","HELLO GRACIEBABE","PAT C SABBATH","JAYTEE GRACE","€350.00","61","29.31",NA,"-.30 Slow","29.01&nbsp","5/2","A2","FAw,ALd","20-Sep-19","Flat 525  ","Kilkenny"
"9325","GIGGIDY GOD","DROOPYS SCOLARI","ASTRAL DUBH","€230.00","65","29.82",NA,"-.20 Slow","29.62&nbsp","7/2","A5","FAw,ALd","25-Sep-19","Flat 525  ","Kilkenny"
"9326","ESPRIT BLEU","ROMEO RECRUIT","WHITE STAR","€260.00","67","29.78",NA,"-.20 Slow","29.58&nbsp","6/4","A5","FAw,StyWl","25-Sep-19","Flat 525  ","Kilkenny"
"9327","AMBITIOUS FROSTY","BALLYMAC VIC","AMBITIOUS DIVA","€260.00","60","29.69",NA,"-.20 Slow","29.49&nbsp","9/4","A4","QAw,ALd","25-Sep-19","Flat 525  ","Kilkenny"
"9328","HILLROAD MILO","HILLROAD JOCK","HILLROAD AMBER","€265.00","67","29.66",NA,"-.20 Slow","29.46&nbsp","3/1","A4","FAw,ALd","25-Sep-19","Flat 525  ","Kilkenny"
"9329","KNOCKREN","GREENWELL HULK","SANDYHILL SMURF","€265.00","65","29.63",NA,"-.20 Slow","29.43&nbsp","7/4","A4","FinWl,LdNrL","25-Sep-19","Flat 525  ","Kilkenny"
"9330","GORTKELLY GLAM","FARLOE BLITZ","SHANEBOY ENA","€265.00","60","29.76",NA,"-.20 Slow","29.56&nbsp","5/2","A5","AHandy,RnOn","25-Sep-19","Flat 525  ","Kilkenny"
"9331","TOMAHURRA BERYL","SWIFT HOFFMAN","SLANEYSIDE BERYL","€285.00","63","29.47",NA,"-.20 Slow","29.27&nbsp","4/1","A3","FAw,RnOn","25-Sep-19","Flat 525  ","Kilkenny"
"9332","KILLYCLUG FINN","KINLOCH BRAE","KILCLONEY SUE","€285.00","75","29.68",NA,"-.20 Slow","29.48&nbsp","4/1","A4","SlAw,FinWl","25-Sep-19","Flat 525  ","Kilkenny"
"9333","KIPPERS EXPRESS","KIPPERS USAIN","JUMEIRAH SHERRY","€300.00","70",NA,NA,"-.20 Slow","29.70&nbsp","7/4","A6","Bmp 1,RnOn","25-Sep-19","Flat 525  ","Kilkenny"
"9334","LADY HETTY","SIDARIAN BLAZE","MISS PRECEDENT","€300.00","69","29.31",NA,"-.20 Slow","29.11&nbsp","8/1","A3","FAw,ALd","25-Sep-19","Flat 525  ","Kilkenny"
"9335","COOLBAWN SWIFT","PAT C SABBATH","KELLISTOWN SWIFT","€255.00","75","29.99",NA,"-.20 Slow","29.79&nbsp","EVS","A6","Bmp 1,FinWl","25-Sep-19","Flat 525  ","Kilkenny"
"9336","DANESRATH PEARL","DROOPYS RODDICK","LUMINOUS PEARL","€290.00","61","29.44",NA,"-.30 Slow","29.14&nbsp","4/1","A3","FAw,ALd","27-Sep-19","Flat 525  ","Kilkenny"
"9337","TOTOS GIFT","JORDANSOILUTIONS","AVAS CASTLE","€290.00","70","29.68",NA,"-.30 Slow","29.38&nbsp","5/2","A4","AHandy,FinWl","27-Sep-19","Flat 525  ","Kilkenny"
"9338","KELLYMOUNT FIONN","SCOLARI ME DADDY","MONROE MISS","€75.00","79","29.18",NA,"-.30 Slow","28.88&nbsp","4/6","A1","FAw,ALd","27-Sep-19","Flat 525  ","Kilkenny"
"9339","CHUBBYS BOLT","BALLYMAC VIC","CHUBBYS SKY","€75.00","72","29.02",NA,"-.30 Slow","28.72&nbsp","3/1","A1","Ld 1,drclr","27-Sep-19","Flat 525  ","Kilkenny"
"9340","TIP TOP GOLD","DROOPYS RODDICK","TIP TOP JESS","€305.00","79","30.08",NA,"-.30 Slow","29.78&nbsp","4/1","A6","Blk 1,RnOn","27-Sep-19","Flat 525  ","Kilkenny"
"9341","TOWN MOUSE","SKYWALKER PUMA","LA LINEA","€75.00","62","41.13",NA,"-.40 Slow","40.73&nbsp","5/2","D1","FAw,ALd","27-Sep-19","Flat 725  ","Kilkenny"
"9342","WINGMAN","SCOLARI ME DADDY","UPTOWN MODEL","€4700.00","69","28.91",NA,"-.30 Slow","28.61&nbsp","4/7","A0","FAw,ALd","27-Sep-19","Flat 525  ","Kilkenny"
"9343","SPARTA ROCKY","SPARTA MAESTRO","BRINKLEYS STELLA","€75.00","72",NA,NA,"-.40 Slow","39.67&nbsp","5/2","DD0","FAw,Trec","27-Sep-19","Flat 725  ","Kilkenny"
"9344","OLDBURRIN QUEEN","DROOPYS JET","KINGSMILL JANE","€350.00","59","28.85",NA,"-.30 Slow","28.55&nbsp","3/1","A0","FAw,FinWl","27-Sep-19","Flat 525  ","Kilkenny"
"9345","BALLYBOUGH MURT","SUPERIOR PRODUCT","HIGH ST MILEY","€400.00","72","29.04",NA,"-.30 Slow","28.74&nbsp","5/2","A1","EvAw,FinWl","27-Sep-19","Flat 525  ","Kilkenny"
"9346","FROSSES JACK","BALLYMAC VIC","AMBITIOUS DIVA","€205.00","63","30.31",NA,"-.30 Slow","30.01&nbsp","4/1","A7","AHandy,LdNrL","02-Oct-19","Flat 525  ","Kilkenny"
"9347","BRADYS CHOICE","BALLYMAC ESKE","MARINAS BLUE","€230.00","62","30.17",NA,"-.30 Slow","29.87&nbsp","2/1","A6","FAw,ALd","02-Oct-19","Flat 525  ","Kilkenny"
"9348","BORU SLIPPY","VANS ESCALADE","TYRUR ALISON","€260.00","70","30.03",NA,"-.30 Slow","29.73&nbsp","3/1","A6","Ld 1,CmAg","02-Oct-19","Flat 525  ","Kilkenny"
"9349","COOLBAWN SWIFT","PAT C SABBATH","KELLISTOWN SWIFT","€260.00","75","29.82",NA,"-.30 Slow","29.52&nbsp","3/1","A5","AHandy,FinWl","02-Oct-19","Flat 525  ","Kilkenny"
"9350","KNOCKNADOGUELADY","BALLYMAC VIC","TIPP JEWELS","€265.00","63","30.03",NA,"-.30 Slow","29.73&nbsp","7/2","A6","Ld 1,ClrRn","02-Oct-19","Flat 525  ","Kilkenny"
"9351","CONDOR OLLIE","SUPERIOR PRODUCT","MURLENS MAVE","€265.00","70","29.79",NA,"-.30 Slow","29.49&nbsp","7/2","A4","AHandy,FinWl","02-Oct-19","Flat 525  ","Kilkenny"
"9352","GORTKELLY GLAM","FARLOE BLITZ","SHANEBOY ENA","€285.00","60","29.52",NA,"-.30 Slow","29.22&nbsp","7/2","A3","ALd,StyOn","02-Oct-19","Flat 525  ","Kilkenny"
"9353","RANDOM MIMSIE","BALLYMAC ESKE","BRAVE MEAVE","€285.00","52","29.95",NA,"-.30 Slow","29.65&nbsp","7/2","A5","RnOn,LdNrL","02-Oct-19","Flat 525  ","Kilkenny"
"9354","KIPPERS EXPRESS","KIPPERS USAIN","JUMEIRAH SHERRY","€285.00","70","29.58",NA,"-.30 Slow","29.28&nbsp","6/4","A3","Ld 2,ClrRn","02-Oct-19","Flat 525  ","Kilkenny"
"9355","ARCTURUS LEGACY","LAUGHIL BLAKE","FOREST RHYTHM","€285.00","82","29.56",NA,"-.30 Slow","29.26&nbsp","10/3","A3","FAw,ALd","02-Oct-19","Flat 525  ","Kilkenny"
"9356","TOWN HOPE","CRASH","ARDRAHAN ZINZI","€75.00","75","29.29",NA,"-.30 Slow","28.99&nbsp","6/4","A2","FAw,ALd","04-Oct-19","Flat 525  ","Kilkenny"
"9357","JAVIERS BOY","BALLYMAC BEST","BALLYMAC BONNIE","€75.00","71",NA,NA,"-.30 Slow","28.80&nbsp","4/7","A1","EvAw,FinWl","04-Oct-19","Flat 525  ","Kilkenny"
"9358","KELLYMOUNT FIONN","SCOLARI ME DADDY","MONROE MISS","€1000.00","78","29.21",NA,"-.30 Slow","28.91&nbsp","4/5","A2","FAw,ALd","04-Oct-19","Flat 525  ","Kilkenny"
"9359","LEMON BALE","BARCIA BALE","LEMON STEFF","€75.00","73","29.17",NA,"-.30 Slow","28.87&nbsp","5/2","A1","FAw,FinWl","04-Oct-19","Flat 525  ","Kilkenny"
"9360","MUSIC MASTER","DROOPYS RODDICK","DROOPYS LONER","€75.00","69","29.32",NA,"-.30 Slow","29.02&nbsp","5/4","A2","Crd 1,FinWl","04-Oct-19","Flat 525  ","Kilkenny"
